"account_id","customer_id","branch_id","account_type","opening_date","current_balance","status"
499,838,1,"Credit","2020-02-28","-34536.99","Active"
500,927,14,"Credit","2021-04-18","-67690.44","Active"
501,874,25,"Savings","2020-04-08","-31550.30","Active"
502,485,38,"Savings","2022-12-30","-67026.97","Active"
503,335,38,"Checking","2020-07-29","-33661.54","Active"
504,202,18,"Investment","2021-02-17","-11978.40","Active"
505,862,37,"Savings","2021-06-20","-53775.18","Active"
506,42,13,"Checking","2021-02-28","-25905.28","Active"
507,907,11,"Checking","2022-04-06","-42339.47","Active"
508,897,48,"Checking","2020-12-01","-59649.73","Active"
509,347,23,"Investment","2021-05-25","-43787.85","Active"
510,928,15,"Credit","2020-10-11","-13649.85","Active"
511,594,8,"Checking","2020-11-25","-24349.61","Active"
512,583,10,"Checking","2021-02-08","-37959.92","Active"
513,74,6,"Checking","2022-09-07","-9415.34","Active"
514,607,23,"Checking","2020-07-27","-34890.82","Active"
515,718,23,"Checking","2021-05-18","-14533.49","Active"
516,282,10,"Checking","2020-06-14","-27981.91","Active"
517,463,22,"Credit","2022-10-03","-18047.49","Active"
518,375,49,"Credit","2021-02-04","-9036.45","Active"
519,147,32,"Savings","2020-04-06","-25792.16","Active"
520,330,14,"Savings","2021-03-21","-18314.01","Active"
521,670,33,"Investment","2020-11-05","-20574.71","Active"
522,164,45,"Checking","2021-01-25","-35267.29","Active"
523,451,14,"Investment","2020-12-27","-51270.89","Active"
524,548,40,"Savings","2021-01-24","-68284.65","Active"
525,182,5,"Savings","2021-12-23","-43467.68","Active"
526,443,16,"Checking","2022-02-17","-17416.40","Active"
527,297,9,"Credit","2022-04-20","-26097.07","Active"
528,750,48,"Credit","2022-01-29","-49968.98","Active"
529,336,19,"Credit","2021-05-02","-42691.97","Active"
530,329,40,"Checking","2021-01-13","-44449.45","Active"
531,330,8,"Savings","2021-05-04","-17731.49","Active"
532,928,41,"Savings","2020-03-14","-7561.33","Active"
533,690,30,"Savings","2022-10-26","-30959.84","Active"
534,498,30,"Savings","2020-02-01","-1126.23","Active"
535,823,48,"Credit","2022-12-26","-25272.63","Active"
536,278,23,"Checking","2022-05-18","-31289.80","Active"
537,643,11,"Credit","2020-09-28","-5255.97","Active"
538,40,11,"Investment","2021-05-22","-34697.41","Active"
539,896,11,"Savings","2021-09-07","-39658.04","Active"
540,202,2,"Savings","2020-09-05","-16098.02","Active"
541,277,32,"Savings","2020-09-20","-47171.28","Active"
542,964,13,"Savings","2021-04-25","-25079.18","Active"
543,735,38,"Investment","2022-09-25","-46328.10","Active"
544,597,12,"Investment","2020-08-20","-21106.70","Active"
545,466,43,"Checking","2021-01-22","-39995.64","Active"
546,62,38,"Investment","2022-07-03","-12661.95","Active"
547,456,36,"Investment","2021-01-04","-52458.37","Active"
548,60,15,"Checking","2021-07-18","-29413.03","Active"
549,512,20,"Investment","2020-09-28","-34725.64","Active"
550,564,19,"Credit","2020-08-20","-23985.77","Active"
551,363,26,"Credit","2021-08-01","-16453.16","Active"
552,433,47,"Savings","2021-05-28","-36959.21","Active"
553,560,21,"Checking","2021-11-12","-27652.17","Active"
554,856,4,"Checking","2022-11-25","-67078.76","Active"
555,981,34,"Checking","2020-10-06","-41715.99","Active"
556,822,11,"Investment","2021-06-01","-5753.84","Active"
557,139,17,"Credit","2021-06-09","-51036.51","Active"
558,613,36,"Credit","2021-01-16","-30581.99","Active"
559,522,6,"Savings","2020-06-25","-10723.70","Active"
560,719,1,"Savings","2022-09-11","-35445.83","Active"
561,339,35,"Credit","2020-08-26","-29668.35","Active"
562,891,48,"Checking","2022-09-15","-33713.13","Active"
563,86,47,"Savings","2020-08-04","-37689.24","Active"
564,354,23,"Savings","2022-04-02","-27064.09","Active"
565,525,22,"Credit","2022-06-16","-47057.59","Active"
566,117,35,"Savings","2020-11-25","-33064.69","Active"
567,502,2,"Savings","2020-01-22","-19865.52","Active"
568,166,16,"Savings","2022-07-29","-28304.87","Active"
569,89,19,"Credit","2022-11-23","-11289.82","Active"
570,250,9,"Checking","2022-06-24","-15622.38","Active"
571,633,2,"Investment","2020-06-07","-55781.96","Active"
572,354,44,"Credit","2022-02-17","-15744.56","Active"
573,797,8,"Credit","2020-06-28","-26400.64","Active"
574,287,37,"Investment","2021-06-24","-7815.61","Active"
575,868,31,"Savings","2021-02-26","-35756.00","Active"
576,543,45,"Checking","2021-05-16","-5821.05","Active"
577,310,43,"Credit","2022-08-28","-31731.76","Active"
578,882,45,"Checking","2020-06-24","-25829.77","Active"
579,593,13,"Checking","2020-03-12","-52780.05","Active"
580,914,29,"Savings","2021-09-10","-30666.52","Active"
581,973,10,"Credit","2020-11-05","-14075.61","Active"
582,256,16,"Credit","2021-07-27","-32490.55","Active"
583,354,18,"Investment","2022-07-23","-21852.06","Active"
584,49,35,"Savings","2020-10-09","-33994.00","Active"
585,296,23,"Checking","2022-12-11","-12893.60","Active"
586,311,22,"Checking","2020-02-12","-28773.67","Active"
587,479,38,"Savings","2021-05-10","-34760.36","Active"
588,708,36,"Investment","2020-01-16","-41049.78","Active"
589,850,26,"Savings","2022-11-09","-22101.08","Active"
590,511,47,"Investment","2021-10-21","-49416.23","Active"
591,769,11,"Checking","2021-12-07","-57101.30","Active"
592,781,27,"Savings","2022-12-08","-7513.66","Active"
593,965,1,"Investment","2021-07-09","-24401.85","Active"
594,583,26,"Checking","2021-06-14","-27990.73","Active"
595,981,14,"Credit","2021-04-07","-22375.99","Active"
596,260,24,"Investment","2022-06-15","-33973.82","Active"
597,734,6,"Investment","2020-03-25","-35288.90","Active"
598,510,23,"Credit","2022-12-07","-52270.38","Active"
599,258,45,"Credit","2020-12-16","-57146.64","Active"
600,86,2,"Checking","2020-10-05","-14167.13","Active"
601,688,18,"Checking","2021-08-15","-42014.46","Active"
602,640,35,"Savings","2021-07-18","-44803.75","Active"
603,26,30,"Credit","2022-06-02","-22919.22","Active"
604,551,31,"Investment","2021-01-09","-15802.06","Active"
605,187,39,"Investment","2020-05-21","-22466.58","Active"
606,749,43,"Credit","2022-12-15","-36638.36","Active"
607,227,38,"Credit","2021-05-03","-21599.00","Active"
608,626,17,"Investment","2021-09-20","-19742.99","Active"
609,673,50,"Credit","2020-06-28","-33874.07","Active"
610,775,40,"Investment","2020-08-09","-20588.57","Active"
611,748,17,"Savings","2021-08-25","-30425.93","Active"
612,267,20,"Savings","2022-03-22","-17091.22","Active"
613,144,4,"Credit","2022-08-17","-45682.27","Active"
614,611,9,"Investment","2021-11-30","-39530.14","Active"
615,730,23,"Savings","2021-03-09","-41969.77","Active"
616,538,14,"Checking","2020-04-13","-55367.04","Active"
617,657,26,"Credit","2020-09-16","-47947.21","Active"
618,385,29,"Credit","2022-02-02","-41828.26","Active"
619,916,3,"Savings","2020-02-02","-32192.81","Active"
620,782,23,"Credit","2021-11-22","-33545.74","Active"
621,110,25,"Savings","2022-09-22","-40857.99","Active"
622,727,13,"Credit","2020-01-24","-12357.54","Active"
623,459,1,"Checking","2020-08-09","-27732.06","Active"
624,395,24,"Savings","2021-10-06","-15588.54","Active"
625,904,50,"Credit","2022-05-15","-17351.61","Active"
626,528,27,"Savings","2021-01-13","-21045.22","Active"
627,999,15,"Savings","2022-02-05","-23488.07","Active"
628,604,39,"Savings","2022-06-24","-7035.76","Active"
629,924,29,"Savings","2020-12-06","-38741.71","Active"
630,132,34,"Savings","2021-03-19","-33803.13","Active"
631,712,45,"Savings","2021-11-25","-37096.44","Active"
632,912,26,"Investment","2022-10-19","-41155.34","Active"
633,213,19,"Checking","2020-02-29","-16456.59","Active"
634,588,27,"Credit","2022-03-16","-38726.90","Active"
635,216,29,"Savings","2020-05-14","-36437.20","Active"
636,910,23,"Savings","2020-12-08","-30544.02","Active"
637,920,29,"Checking","2022-11-16","-38553.92","Active"
638,867,22,"Checking","2021-05-04","-43976.94","Active"
639,884,32,"Credit","2022-11-16","-71930.90","Active"
640,360,7,"Checking","2020-12-29","-16511.23","Active"
641,887,10,"Savings","2021-06-01","-22772.45","Active"
642,486,27,"Savings","2021-10-10","-34753.05","Active"
643,706,40,"Credit","2020-10-13","-20993.45","Active"
644,40,37,"Checking","2021-12-08","-27504.49","Active"
645,218,37,"Checking","2021-05-09","-28682.30","Active"
646,212,42,"Checking","2021-10-16","-43150.93","Active"
647,383,10,"Savings","2021-07-27","-50884.06","Active"
648,929,13,"Investment","2020-04-07","-50816.10","Active"
649,57,25,"Credit","2021-06-29","-37976.48","Active"
650,657,44,"Investment","2022-03-30","-40421.56","Active"
651,746,26,"Credit","2022-05-19","-10738.98","Active"
652,710,26,"Savings","2022-05-05","-4742.77","Active"
653,986,9,"Checking","2021-11-09","-14450.38","Active"
654,906,7,"Savings","2022-06-21","-35442.29","Active"
655,616,21,"Checking","2020-02-03","-37647.70","Active"
656,650,30,"Investment","2021-08-02","-24013.41","Active"
657,946,38,"Credit","2022-09-12","-21548.18","Active"
658,814,21,"Savings","2023-01-10","-24477.71","Active"
659,476,17,"Checking","2021-07-14","-42427.84","Active"
660,965,20,"Investment","2020-11-03","-23106.94","Active"
661,712,24,"Checking","2020-01-17","-24990.32","Active"
662,304,22,"Credit","2020-03-03","-55702.28","Active"
663,997,41,"Checking","2023-01-01","-31646.33","Active"
664,980,21,"Savings","2020-05-15","-31872.04","Active"
665,605,42,"Checking","2020-11-28","-30541.22","Active"
666,45,40,"Credit","2021-04-09","-29793.89","Active"
667,198,13,"Credit","2022-10-19","-20867.79","Active"
668,359,14,"Checking","2021-11-26","-53134.12","Active"
669,113,40,"Savings","2020-01-25","-27179.45","Active"
670,889,22,"Investment","2020-07-23","-19119.65","Active"
671,24,1,"Investment","2022-04-27","-33037.85","Active"
672,716,1,"Credit","2021-07-10","-42912.39","Active"
673,226,46,"Credit","2020-06-13","-23439.39","Active"
674,737,16,"Investment","2021-08-10","-39199.48","Active"
675,788,49,"Checking","2020-08-20","-31536.24","Active"
676,460,37,"Investment","2022-09-27","-39838.40","Active"
677,483,16,"Savings","2020-09-04","-63310.10","Active"
678,34,35,"Checking","2022-05-14","-15389.25","Active"
679,320,19,"Investment","2021-11-11","-30397.72","Active"
680,355,36,"Investment","2021-10-02","-14578.59","Active"
681,425,2,"Checking","2021-03-11","-67075.49","Active"
682,834,13,"Credit","2021-02-27","-57237.86","Active"
683,885,25,"Checking","2020-01-30","-29364.62","Active"
684,911,31,"Savings","2020-04-06","-29296.38","Active"
685,382,23,"Credit","2022-09-29","-52976.94","Active"
686,297,27,"Checking","2020-05-20","-35808.70","Active"
687,511,36,"Checking","2021-10-10","-53876.99","Active"
688,905,49,"Credit","2022-04-16","-22130.00","Active"
689,873,35,"Investment","2020-03-06","-46438.01","Active"
690,427,22,"Savings","2022-06-17","-17146.07","Active"
691,718,38,"Checking","2020-12-25","-47418.30","Active"
692,140,9,"Credit","2021-08-18","-34276.79","Active"
693,7,20,"Checking","2020-04-28","-34789.54","Active"
694,687,25,"Investment","2022-08-23","-74759.77","Active"
695,381,44,"Investment","2021-04-18","-47070.09","Active"
696,661,14,"Investment","2020-10-22","-55142.34","Active"
697,856,46,"Investment","2020-05-18","-33326.80","Active"
698,12,48,"Credit","2020-12-27","6640.52","Active"
699,72,25,"Investment","2020-11-18","-3872.66","Active"
700,998,41,"Investment","2021-06-26","-26375.27","Active"
701,326,18,"Credit","2022-10-31","-43132.75","Active"
702,498,8,"Checking","2022-07-26","-33290.73","Active"
703,279,46,"Investment","2022-01-23","-57429.92","Active"
704,244,37,"Investment","2023-01-12","-32270.75","Active"
705,93,27,"Investment","2020-09-12","-38617.63","Active"
706,289,6,"Checking","2022-04-12","-32520.02","Active"
707,729,37,"Credit","2020-12-14","-39919.60","Active"
708,253,21,"Credit","2020-02-09","-39257.08","Active"
709,728,47,"Investment","2022-06-30","-30306.08","Active"
710,117,50,"Savings","2020-01-21","-76316.77","Active"
711,558,49,"Checking","2021-02-08","-2559.77","Active"
712,747,16,"Credit","2020-07-10","-67870.43","Active"
713,393,33,"Credit","2020-02-27","-23579.56","Active"
714,143,39,"Checking","2021-09-26","-37998.23","Active"
715,373,13,"Savings","2020-11-03","-15744.22","Active"
716,398,39,"Checking","2022-04-09","-32860.01","Active"
717,217,14,"Checking","2020-05-10","-46604.89","Active"
718,495,38,"Checking","2020-05-24","-34381.82","Active"
719,624,44,"Savings","2022-03-10","-54154.83","Active"
720,294,12,"Savings","2022-12-29","-44620.20","Active"
721,672,16,"Savings","2022-01-28","-42520.60","Active"
722,355,45,"Checking","2021-05-19","-26531.37","Active"
723,951,31,"Credit","2020-06-06","-29520.45","Active"
724,12,16,"Credit","2022-08-04","-24587.00","Active"
725,298,49,"Checking","2022-01-24","-41854.96","Active"
726,965,20,"Credit","2022-09-20","-40519.73","Active"
727,484,22,"Credit","2020-01-19","-51904.91","Active"
728,47,30,"Investment","2021-02-13","-42325.70","Active"
729,24,33,"Investment","2022-12-07","-19754.09","Active"
730,349,23,"Savings","2022-10-11","-36371.62","Active"
731,201,48,"Credit","2021-02-12","-33459.20","Active"
732,376,4,"Investment","2022-08-21","-15001.36","Active"
733,897,38,"Investment","2022-08-25","-18338.69","Active"
734,873,22,"Savings","2022-01-29","-21843.13","Active"
735,791,42,"Credit","2021-04-20","-65887.97","Active"
736,338,50,"Investment","2020-10-18","-26113.05","Active"
737,922,25,"Credit","2022-12-25","-22218.07","Active"
738,861,2,"Checking","2022-06-03","-46359.40","Active"
739,560,40,"Credit","2022-02-04","-18718.61","Active"
740,895,37,"Checking","2021-06-08","-57844.89","Active"
741,769,36,"Credit","2021-03-30","-23879.81","Active"
742,314,1,"Investment","2020-05-14","-42318.09","Active"
743,450,49,"Checking","2022-03-09","-34979.65","Active"
744,521,32,"Credit","2022-01-04","-8791.47","Active"
745,304,16,"Investment","2021-07-04","-13352.44","Active"
746,168,9,"Checking","2021-09-02","-20455.16","Active"
747,94,23,"Credit","2020-12-26","-23400.72","Active"
748,412,32,"Credit","2020-05-13","-48078.68","Active"
749,280,29,"Investment","2021-05-01","-28903.43","Active"
750,258,37,"Credit","2020-05-05","-27466.92","Active"
751,796,16,"Investment","2021-06-28","-34953.58","Active"
752,283,25,"Investment","2022-08-27","-18291.81","Active"
753,130,35,"Savings","2021-01-02","-36478.92","Active"
754,118,14,"Savings","2022-07-30","-27891.58","Active"
755,993,46,"Checking","2020-05-31","-16294.57","Active"
756,3,34,"Checking","2022-12-08","-63661.62","Active"
757,76,9,"Savings","2020-04-06","-35424.30","Active"
758,119,28,"Investment","2020-08-15","-42037.38","Active"
759,914,5,"Savings","2020-06-22","-40844.18","Active"
760,836,5,"Savings","2021-11-03","-36768.51","Active"
761,97,33,"Credit","2020-05-19","-26324.54","Active"
762,842,4,"Checking","2022-01-19","-58669.41","Active"
763,422,18,"Investment","2023-01-13","-33951.44","Active"
764,868,24,"Credit","2022-08-26","-31239.15","Active"
765,1000,1,"Checking","2022-01-13","-12484.44","Active"
766,672,44,"Credit","2021-09-25","-33166.26","Active"
767,551,39,"Investment","2022-09-28","-17474.54","Active"
768,264,46,"Credit","2020-04-19","-33886.77","Active"
769,334,39,"Savings","2022-11-14","-41410.33","Active"
770,434,38,"Credit","2020-10-13","-34280.43","Active"
771,818,21,"Savings","2022-02-22","-26214.90","Active"
772,772,42,"Credit","2020-02-15","-38461.21","Active"
773,647,8,"Savings","2020-01-28","-24464.19","Active"
774,266,34,"Credit","2021-11-29","-24952.44","Active"
775,535,30,"Checking","2020-09-26","-22252.71","Active"
776,992,16,"Investment","2022-10-04","-35214.57","Active"
777,461,8,"Checking","2020-03-10","-47533.96","Active"
778,160,20,"Savings","2021-10-25","-46113.16","Active"
779,414,20,"Investment","2021-02-02","-36054.93","Active"
780,898,38,"Checking","2022-11-29","-20131.68","Active"
781,84,6,"Credit","2021-08-24","-42994.91","Active"
782,803,33,"Credit","2022-12-12","-23345.65","Active"
783,145,36,"Credit","2021-02-04","-61245.51","Active"
784,351,19,"Credit","2022-05-19","-33017.25","Active"
785,259,4,"Investment","2020-08-05","-36092.66","Active"
786,825,5,"Investment","2022-07-19","-19035.97","Active"
787,285,36,"Investment","2021-10-21","-30836.11","Active"
788,688,19,"Checking","2022-06-06","-41142.58","Active"
789,304,10,"Investment","2020-12-28","-50717.98","Active"
790,917,23,"Credit","2023-01-04","-20168.35","Active"
791,19,35,"Checking","2020-10-05","-17535.77","Active"
792,515,41,"Credit","2022-03-07","-47923.65","Active"
793,790,39,"Credit","2021-05-21","-9323.51","Active"
794,953,9,"Checking","2020-05-28","-34794.79","Active"
795,487,34,"Savings","2021-09-04","-40697.41","Active"
796,775,48,"Checking","2020-01-17","-67427.43","Active"
797,118,46,"Investment","2020-02-03","-59157.32","Active"
798,387,28,"Checking","2020-09-13","-14931.02","Active"
799,722,8,"Savings","2020-01-24","-30403.10","Active"
800,290,39,"Credit","2022-08-27","-31394.96","Active"
801,770,43,"Credit","2020-04-09","-25840.79","Active"
802,230,42,"Checking","2020-11-12","-51494.31","Active"
803,605,28,"Savings","2021-02-04","-24458.52","Active"
804,799,16,"Savings","2022-04-29","-26762.38","Active"
805,782,6,"Investment","2021-05-19","-14436.92","Active"
806,351,38,"Investment","2020-08-09","-37385.25","Active"
807,625,37,"Savings","2022-10-11","-44790.60","Active"
808,734,32,"Savings","2021-11-17","-27702.48","Active"
809,607,17,"Savings","2020-05-26","-37553.28","Active"
810,36,24,"Savings","2020-09-16","-22319.34","Active"
811,314,30,"Credit","2021-09-12","-32955.81","Active"
812,723,12,"Credit","2020-06-21","-1451.53","Active"
813,353,26,"Investment","2022-02-22","-21844.28","Active"
814,171,31,"Investment","2022-10-17","-23274.85","Active"
815,715,50,"Checking","2021-10-08","-21590.04","Active"
816,438,39,"Savings","2022-05-29","-32996.10","Active"
817,463,7,"Credit","2020-09-03","-38248.66","Active"
818,276,18,"Credit","2022-03-18","-51566.40","Active"
819,717,32,"Investment","2022-05-20","-19968.00","Active"
820,202,37,"Credit","2023-01-07","-7797.79","Active"
821,853,27,"Investment","2022-05-28","-32054.72","Active"
822,344,23,"Checking","2022-09-15","-60182.31","Active"
823,256,38,"Credit","2021-07-06","-34045.05","Active"
824,170,25,"Credit","2022-05-01","-51745.71","Active"
825,440,37,"Investment","2021-05-07","-28720.33","Active"
826,75,23,"Investment","2020-10-08","-41079.21","Active"
827,782,14,"Savings","2022-08-10","-55023.29","Active"
828,717,2,"Credit","2020-07-21","-17276.20","Active"
829,87,8,"Investment","2022-12-01","-38026.33","Active"
830,3,43,"Checking","2021-03-23","-19170.09","Active"
831,731,16,"Checking","2020-04-16","-51509.76","Active"
832,960,13,"Credit","2022-12-06","-23580.02","Active"
833,480,6,"Investment","2022-11-15","-51936.26","Active"
834,36,47,"Investment","2022-12-12","-23379.78","Active"
835,189,24,"Checking","2020-02-12","-33268.35","Active"
836,449,33,"Savings","2020-04-26","-30346.50","Active"
837,981,44,"Checking","2021-03-08","-27647.68","Active"
838,404,45,"Checking","2021-06-23","-25572.27","Active"
839,798,3,"Investment","2021-05-27","-33548.50","Active"
840,862,16,"Investment","2022-10-16","-16562.97","Active"
841,12,27,"Credit","2020-08-28","-26298.73","Active"
842,271,8,"Credit","2021-02-02","-13198.61","Active"
843,581,34,"Checking","2022-09-01","-53812.98","Active"
844,92,26,"Credit","2022-06-08","-53153.80","Active"
845,228,47,"Credit","2022-01-19","-26142.36","Active"
846,223,29,"Checking","2021-11-21","-41907.08","Active"
847,185,22,"Investment","2022-02-13","-7219.86","Active"
848,398,41,"Credit","2020-07-17","-52052.49","Active"
849,668,43,"Checking","2021-12-24","-39903.75","Active"
850,58,19,"Checking","2020-04-25","-30221.29","Active"
851,47,26,"Checking","2021-10-12","-31292.54","Active"
852,803,28,"Savings","2022-01-08","-13729.49","Active"
853,394,38,"Savings","2022-05-15","-30912.32","Active"
854,120,29,"Checking","2022-01-15","-61545.64","Active"
855,756,9,"Checking","2022-08-13","-16738.15","Active"
856,544,25,"Investment","2020-11-17","-45499.73","Active"
857,143,27,"Investment","2021-02-03","-30452.94","Active"
858,183,18,"Credit","2021-10-25","-3755.29","Active"
859,283,33,"Checking","2023-01-11","-41804.19","Active"
860,191,22,"Savings","2022-02-12","-31850.32","Active"
861,989,11,"Savings","2020-09-23","-31005.49","Active"
862,617,19,"Checking","2020-12-08","-36897.72","Active"
863,883,45,"Credit","2022-10-05","-22011.84","Active"
864,8,1,"Checking","2022-03-09","-48102.72","Active"
865,339,10,"Checking","2021-07-07","-34146.58","Active"
866,821,38,"Investment","2020-04-19","-37970.91","Active"
867,285,5,"Checking","2020-02-26","-47517.28","Active"
868,463,31,"Investment","2020-08-29","-31217.54","Active"
869,556,37,"Savings","2020-02-02","-50800.11","Active"
870,79,8,"Investment","2020-06-21","-52194.15","Active"
871,558,8,"Checking","2020-10-11","-17088.09","Active"
872,993,17,"Credit","2021-09-13","-27320.62","Active"
873,167,23,"Savings","2022-10-11","-15129.66","Active"
874,151,5,"Credit","2020-08-07","-46737.77","Active"
875,586,43,"Savings","2020-01-18","-55409.20","Active"
876,27,35,"Credit","2020-02-04","-27440.73","Active"
877,756,12,"Checking","2020-12-06","-13225.60","Active"
878,30,50,"Credit","2020-02-25","-19244.57","Active"
879,562,29,"Investment","2022-04-16","-23797.51","Active"
880,892,16,"Checking","2020-08-30","-30470.80","Active"
881,273,29,"Investment","2022-06-03","-48921.24","Active"
882,446,38,"Savings","2021-06-20","-22983.33","Active"
883,700,30,"Credit","2021-01-02","-23162.82","Active"
884,841,15,"Investment","2021-01-14","-49744.04","Active"
885,212,3,"Savings","2022-03-22","-50855.83","Active"
886,190,9,"Investment","2021-10-12","-47199.78","Active"
887,986,20,"Investment","2022-02-16","-31014.63","Active"
888,124,8,"Savings","2022-11-23","-39016.45","Active"
889,430,1,"Credit","2022-10-29","-11045.76","Active"
890,180,29,"Investment","2020-07-03","-46372.39","Active"
891,639,27,"Savings","2023-01-05","-40037.85","Active"
892,111,35,"Checking","2022-05-04","-27262.57","Active"
893,257,41,"Checking","2021-02-05","-20549.75","Active"
894,925,5,"Investment","2020-01-15","-23730.37","Active"
895,549,8,"Investment","2020-06-29","-13945.86","Active"
896,80,6,"Savings","2022-03-29","-15721.37","Active"
897,720,1,"Credit","2022-06-04","-41220.85","Active"
898,817,18,"Savings","2021-09-24","-28318.23","Active"
899,650,23,"Investment","2021-11-23","-45150.35","Active"
900,718,50,"Credit","2022-12-21","-26307.46","Active"
901,616,18,"Savings","2022-01-24","-13575.69","Active"
902,475,48,"Savings","2021-01-01","-13849.62","Active"
903,882,21,"Checking","2020-05-26","-62806.91","Active"
904,964,8,"Savings","2021-04-24","-27881.55","Active"
905,293,1,"Checking","2021-11-21","-43438.87","Active"
906,465,35,"Savings","2020-08-04","-36700.71","Active"
907,208,13,"Checking","2023-01-01","-61773.09","Active"
908,758,42,"Checking","2020-11-07","-40136.67","Active"
909,28,33,"Credit","2021-09-19","-41528.75","Active"
910,266,8,"Savings","2020-05-06","-27227.83","Active"
911,314,3,"Credit","2021-10-04","-45964.17","Active"
912,76,14,"Savings","2020-02-15","-29168.55","Active"
913,849,40,"Investment","2022-04-23","-28253.17","Active"
914,182,20,"Investment","2022-05-15","-34766.22","Active"
915,802,12,"Checking","2021-03-03","-26576.23","Active"
916,666,14,"Savings","2020-12-22","-11898.40","Active"
917,604,13,"Credit","2020-10-06","-17905.18","Active"
918,719,10,"Checking","2020-06-04","-31968.62","Active"
919,679,29,"Credit","2022-02-06","-18082.94","Active"
920,644,24,"Investment","2021-03-20","-45030.38","Active"
921,893,24,"Investment","2020-12-09","-59426.78","Active"
922,305,47,"Investment","2020-02-05","-35940.18","Active"
923,298,15,"Investment","2022-03-12","-40834.58","Active"
924,987,44,"Checking","2022-11-01","-33795.27","Active"
925,343,1,"Savings","2022-03-27","-11733.95","Active"
926,789,20,"Investment","2022-11-29","-35806.55","Active"
927,913,26,"Savings","2022-11-05","-37882.50","Active"
928,746,17,"Credit","2021-03-31","-28039.03","Active"
929,507,21,"Checking","2022-08-10","-4114.40","Active"
930,588,11,"Credit","2021-12-13","-28181.98","Active"
931,573,43,"Credit","2020-04-29","-38198.66","Active"
932,805,13,"Checking","2020-05-18","-500.32","Active"
933,345,38,"Investment","2021-07-24","-36965.74","Active"
934,241,42,"Checking","2022-08-17","-27200.45","Active"
935,705,44,"Checking","2022-03-01","-32632.34","Active"
936,172,49,"Savings","2022-04-02","-38861.82","Active"
937,169,30,"Savings","2021-11-24","-20704.01","Active"
938,784,14,"Investment","2021-06-21","-23518.33","Active"
939,47,25,"Credit","2021-04-07","-48910.08","Active"
940,401,11,"Savings","2022-12-16","-9499.79","Active"
941,757,23,"Savings","2022-11-07","-19045.89","Active"
942,589,39,"Savings","2022-05-27","-41012.78","Active"
943,522,4,"Credit","2022-01-22","-37199.90","Active"
944,656,39,"Savings","2021-04-30","-44315.35","Active"
945,606,2,"Credit","2022-08-19","-9629.88","Active"
946,422,24,"Credit","2020-07-02","-35560.61","Active"
947,457,8,"Investment","2020-11-25","-46862.24","Active"
948,706,48,"Investment","2020-07-15","-30740.63","Active"
949,355,50,"Savings","2022-06-03","-14800.86","Active"
950,680,4,"Savings","2020-05-22","-54885.49","Active"
951,800,9,"Investment","2020-10-24","-35322.37","Active"
952,429,40,"Savings","2022-01-18","14486.92","Active"
953,90,16,"Checking","2021-06-03","-30917.73","Active"
954,510,6,"Credit","2020-09-28","-39017.09","Active"
955,35,45,"Credit","2022-07-27","-37578.02","Active"
956,796,13,"Checking","2022-08-11","-29449.71","Active"
957,476,7,"Checking","2022-01-21","-16652.00","Active"
958,256,3,"Checking","2021-04-15","-38159.02","Active"
959,540,38,"Checking","2022-08-22","11995.73","Active"
960,928,32,"Checking","2022-03-11","-60120.13","Active"
961,995,14,"Investment","2021-02-06","-38452.64","Active"
962,748,22,"Credit","2022-03-24","-31824.07","Active"
963,706,9,"Credit","2021-11-09","-256.81","Active"
964,538,26,"Savings","2021-08-23","-46826.80","Active"
965,315,4,"Checking","2021-01-24","-48219.87","Active"
966,194,17,"Savings","2020-03-09","-48018.08","Active"
967,103,48,"Credit","2022-03-05","-20828.90","Active"
968,519,8,"Credit","2021-03-29","-39580.28","Active"
969,156,25,"Checking","2022-09-20","-34325.41","Active"
970,705,42,"Savings","2021-03-29","-43293.58","Active"
971,898,19,"Savings","2023-01-08","-30210.58","Active"
972,157,30,"Checking","2021-07-06","-17074.08","Active"
973,727,30,"Checking","2020-08-31","-28598.82","Active"
974,765,35,"Credit","2020-09-26","-35311.66","Active"
975,525,35,"Savings","2021-08-22","-32387.11","Active"
976,575,44,"Savings","2020-07-20","-40126.99","Active"
977,546,13,"Savings","2022-06-14","-23882.78","Active"
978,437,16,"Investment","2020-03-16","-32377.46","Active"
979,408,10,"Credit","2022-10-27","-23906.12","Active"
980,785,45,"Savings","2022-11-05","-21786.82","Active"
981,197,36,"Credit","2021-09-20","-25277.92","Active"
982,397,46,"Checking","2021-06-28","-9464.23","Active"
983,450,49,"Savings","2022-06-06","-12152.55","Active"
984,686,5,"Investment","2022-12-07","-27241.83","Active"
985,446,28,"Checking","2021-01-01","-37717.33","Active"
986,38,35,"Savings","2021-12-16","-32923.04","Active"
987,738,16,"Checking","2023-01-13","-23588.83","Active"
988,401,37,"Checking","2022-05-28","-49001.64","Active"
989,624,1,"Savings","2022-08-04","-18707.45","Active"
990,239,20,"Checking","2021-03-12","-34103.52","Active"
991,617,12,"Investment","2022-07-10","-19603.52","Active"
992,737,38,"Credit","2022-08-13","-25807.41","Active"
993,818,7,"Checking","2022-01-08","-20924.60","Active"
994,652,12,"Credit","2021-07-09","-39877.68","Active"
995,332,33,"Savings","2020-06-23","-21899.97","Active"
996,11,38,"Savings","2021-07-20","-37839.01","Active"
997,293,44,"Checking","2020-12-16","-31021.37","Active"
